month,hour,price_eur_mwh,year,year_baseload
12,19,299.4529032258065,2022,247.434
12,20,276.9841935483871,2022,247.434
12,21,239.98483870967743,2022,247.434
12,22,214.27516129032261,2022,247.434
12,23,181.67290322580644,2022,247.434
1,0,102.17548387096772,2023,100.785
1,1,97.79967741935482,2023,100.785
1,2,92.81290322580645,2023,100.785
1,3,82.56806451612904,2023,100.785
1,4,89.71774193548387,2023,100.785
1,5,99.62258064516128,2023,100.785
1,6,126.19193548387096,2023,100.785
1,7,145.66,2023,100.785
1,8,161.018064516129,2023,100.785
1,9,162.2554838709677,2023,100.785
1,10,154.123870967742,2023,100.785
1,11,150.15064516129033,2023,100.785
1,12,146.83709677419355,2023,100.785
1,13,142.47806451612905,2023,100.785
1,14,148.70935483870966,2023,100.785
1,15,150.64161290322585,2023,100.785
1,16,156.05032258064517,2023,100.785
1,17,166.51903225806453,2023,100.785
1,18,169.61161290322585,2023,100.785
1,19,162.64354838709676,2023,100.785
1,20,149.34774193548387,2023,100.785
1,21,134.47064516129032,2023,100.785
1,22,129.7270967741935,2023,100.785
1,23,111.08709677419355,2023,100.785
2,0,118.00035714285714,2023,100.785
2,1,115.48857142857143,2023,100.785
2,2,112.33964285714286,2023,100.785
2,3,111.1425,2023,100.785
2,4,115.9225,2023,100.785
2,5,125.31357142857142,2023,100.785
2,6,143.4635714285714,2023,100.785
2,7,159.6010714285714,2023,100.785
2,8,166.93785714285715,2023,100.785
2,9,154.78892857142858,2023,100.785
2,10,143.0685714285714,2023,100.785
2,11,135.42428571428573,2023,100.785
2,12,129.88821428571427,2023,100.785
2,13,126.64928571428572,2023,100.785
2,14,127.57642857142856,2023,100.785
2,15,141.0060714285714,2023,100.785
2,16,149.8725,2023,100.785
2,17,161.64107142857142,2023,100.785
2,18,175.63214285714284,2023,100.785
2,19,168.70250000000001,2023,100.785
2,20,155.4117857142857,2023,100.785
2,21,141.62285714285716,2023,100.785
2,22,135.7667857142857,2023,100.785
2,23,125.5992857142857,2023,100.785
3,0,98.03548387096774,2023,100.785
3,1,92.54193548387096,2023,100.785
3,2,90.60166666666666,2023,100.785
3,3,88.4606451612903,2023,100.785
3,4,91.21903225806449,2023,100.785
3,5,101.10741935483871,2023,100.785
3,6,121.29999999999998,2023,100.785
3,7,136.39903225806452,2023,100.785
3,8,132.35354838709677,2023,100.785
3,9,118.32741935483871,2023,100.785
3,10,105.71645161290323,2023,100.785
3,11,100.8283870967742,2023,100.785
3,12,95.73677419354841,2023,100.785
3,13,92.68096774193549,2023,100.785
3,14,93.98870967741935,2023,100.785
3,15,99.77612903225807,2023,100.785
3,16,110.40774193548388,2023,100.785
3,17,128.02967741935487,2023,100.785
3,18,144.041935483871,2023,100.785
3,19,149.6716129032258,2023,100.785
3,20,135.7641935483871,2023,100.785
3,21,119.77161290322583,2023,100.785
3,22,111.96967741935485,2023,100.785
3,23,100.61903225806454,2023,100.785
4,0,104.44500000000001,2023,100.785
4,1,94.79466666666666,2023,100.785
4,2,93.73666666666666,2023,100.785
4,3,90.62166666666666,2023,100.785
4,4,92.11833333333334,2023,100.785
4,5,99.32566666666666,2023,100.785
4,6,116.33699999999999,2023,100.785
4,7,131.12199999999999,2023,100.785
4,8,129.43566666666663,2023,100.785
4,9,113.84833333333334,2023,100.785
4,10,98.503,2023,100.785
4,11,88.50400000000003,2023,100.785
4,12,82.43466666666667,2023,100.785
4,13,77.98666666666666,2023,100.785
4,14,74.966,2023,100.785
4,15,78.6,2023,100.785
4,16,87.77933333333333,2023,100.785
4,17,98.08,2023,100.785
4,18,122.82566666666668,2023,100.785
4,19,142.25366666666667,2023,100.785
4,20,145.18066666666664,2023,100.785
4,21,133.976,2023,100.785
4,22,125.90766666666667,2023,100.785
4,23,113.37633333333333,2023,100.785
5,0,91.7009677419355,2023,100.785
5,1,84.35000000000001,2023,100.785
5,2,81.77612903225808,2023,100.785
5,3,80.0958064516129,2023,100.785
5,4,81.5977419354839,2023,100.785
5,5,88.30354838709678,2023,100.785
5,6,100.01290322580644,2023,100.785
5,7,106.39129032258064,2023,100.785
5,8,100.48451612903226,2023,100.785
5,9,84.2916129032258,2023,100.785
5,10,68.92677419354838,2023,100.785
5,11,59.45258064516129,2023,100.785
5,12,54.32677419354839,2023,100.785
5,13,47.045161290322575,2023,100.785
5,14,48.51999999999999,2023,100.785
5,15,55.28193548387097,2023,100.785
5,16,67.24580645161289,2023,100.785
5,17,81.71709677419355,2023,100.785
5,18,102.53483870967742,2023,100.785
5,19,118.14935483870968,2023,100.785
5,20,126.52516129032257,2023,100.785
5,21,116.33645161290322,2023,100.785
5,22,105.88774193548387,2023,100.785
5,23,96.1777419354839,2023,100.785
6,0,102.91566666666668,2023,100.785
6,1,95.49833333333335,2023,100.785
6,2,91.06400000000001,2023,100.785
6,3,89.16000000000001,2023,100.785
6,4,89.08733333333335,2023,100.785
6,5,94.27933333333333,2023,100.785
6,6,109.57733333333333,2023,100.785
6,7,117.34233333333334,2023,100.785
6,8,110.00800000000001,2023,100.785
6,9,93.90599999999999,2023,100.785
6,10,78.56500000000001,2023,100.785
6,11,69.94533333333332,2023,100.785
6,12,64.67766666666667,2023,100.785
6,13,58.477333333333334,2023,100.785
6,14,57.72699999999999,2023,100.785
6,15,65.70633333333335,2023,100.785
6,16,73.26466666666667,2023,100.785
6,17,89.70366666666668,2023,100.785
6,18,109.22666666666667,2023,100.785
6,19,130.53533333333337,2023,100.785
6,20,141.86599999999999,2023,100.785
6,21,133.5196666666667,2023,100.785
6,22,121.08166666666666,2023,100.785
6,23,107.88999999999997,2023,100.785
7,0,94.54709677419356,2023,100.785
7,1,84.66870967741937,2023,100.785
7,2,77.59161290322582,2023,100.785
7,3,72.82387096774194,2023,100.785
7,4,72.25451612903225,2023,100.785
7,5,77.76129032258066,2023,100.785
7,6,89.59096774193549,2023,100.785
7,7,96.63612903225805,2023,100.785
7,8,93.0383870967742,2023,100.785
7,9,80.49064516129032,2023,100.785
7,10,73.60645161290323,2023,100.785
7,11,69.54548387096776,2023,100.785
7,12,68.53612903225807,2023,100.785
7,13,62.912903225806446,2023,100.785
7,14,64.5641935483871,2023,100.785
